Customer_ID,Preferred_Data_GB,Preferred_Calls,Preferred_SMS,Preferred_Validity,Preferred_OTT,Budget_Range,Preferred_Speed
C01703,3.0,200,200,365,No OTT,Low,4G
C01704,2.0,Unlimited,200,365,No OTT,Low,5G
C01705,1.5,200,Unlimited,180,Amazon Prime,Medium,5G
C01706,3.0,300,Unlimited,365,No OTT,Medium,5G
C01707,5.0,200,50,84,Amazon Prime,Low,5G
C01708,1.5,200,50,28,No OTT,High,4G
C01709,1.0,200,200,28,No OTT,Low,5G
C01710,1.0,Unlimited,100,180,Hotstar,Low,5G
C01711,2.0,200,200,56,No OTT,High,4G
C01712,5.0,Unlimited,Unlimited,180,No OTT,High,5G
C01713,1.0,Unlimited,50,180,No OTT,Low,4G
C01714,1.5,Unlimited,50,84,No OTT,Low,5G
C01715,5.0,100,Unlimited,180,Amazon Prime,High,4G
C01716,3.0,100,50,56,Hotstar,Medium,5G
C01717,3.0,Unlimited,100,180,No OTT,Low,4G
C01718,2.0,300,100,365,Amazon Prime,Medium,5G
C01719,5.0,300,Unlimited,56,Netflix,Medium,4G
C01720,2.0,200,100,365,Amazon Prime,High,5G
C01721,1.0,200,Unlimited,56,Hotstar,High,4G
C01722,1.0,100,100,180,Amazon Prime,Medium,5G
C01723,1.5,300,50,180,No OTT,Low,4G
C01724,2.0,200,200,84,No OTT,High,4G
C01725,2.0,Unlimited,100,84,Hotstar,High,4G
C01726,3.0,300,200,180,Hotstar,Low,4G
C01727,1.0,Unlimited,200,28,Netflix,Medium,4G
C01728,3.0,300,100,56,Netflix,Low,4G
C01729,1.5,300,Unlimited,28,No OTT,High,4G
C01730,3.0,200,Unlimited,56,Netflix,High,4G
C01731,1.0,200,Unlimited,28,No OTT,Medium,4G
C01732,5.0,300,200,180,No OTT,Medium,5G
C01733,2.0,Unlimited,50,28,Hotstar,Low,5G
C01734,3.0,100,Unlimited,84,Amazon Prime,Low,5G
C01735,1.5,Unlimited,Unlimited,84,No OTT,Low,4G
C01736,2.0,Unlimited,200,180,Hotstar,Medium,5G
C01737,1.5,100,Unlimited,180,Hotstar,Low,4G
C01738,1.0,100,50,180,Hotstar,High,4G
C01739,1.5,Unlimited,100,180,No OTT,High,5G
C01740,2.0,Unlimited,100,28,No OTT,Medium,5G
C01741,5.0,Unlimited,Unlimited,180,No OTT,Low,5G
C01742,1.0,Unlimited,50,180,No OTT,High,5G
C01743,3.0,200,50,84,Netflix,High,5G
C01744,3.0,100,100,28,No OTT,Medium,4G
C01745,1.0,300,200,180,No OTT,Medium,5G
C01746,1.5,300,100,56,Netflix,High,5G
C01747,5.0,200,100,180,No OTT,Medium,4G
C01748,1.5,300,100,84,Hotstar,Low,4G
C01749,2.0,300,50,56,Hotstar,Low,4G
C01750,1.0,Unlimited,Unlimited,28,Hotstar,Low,5G
C01751,1.5,Unlimited,50,180,No OTT,Medium,5G
C01752,2.0,Unlimited,50,56,Hotstar,High,5G
C01753,1.0,Unlimited,100,180,Amazon Prime,Medium,4G
C01754,5.0,300,50,84,Amazon Prime,Medium,5G
C01755,3.0,100,200,84,No OTT,High,5G
C01756,1.0,300,50,28,No OTT,High,5G
C01757,3.0,100,50,84,No OTT,Low,5G
C01758,1.0,200,Unlimited,56,Amazon Prime,High,4G
C01759,1.5,200,200,56,Amazon Prime,Low,4G
C01760,1.5,100,50,365,No OTT,High,4G
C01761,2.0,Unlimited,50,28,Hotstar,Low,5G
C01762,2.0,Unlimited,50,84,No OTT,Medium,4G
C01763,3.0,200,100,28,No OTT,High,5G
C01764,2.0,100,100,28,Netflix,Low,4G
C01765,1.5,200,100,56,No OTT,Medium,5G
C01766,3.0,100,100,84,No OTT,High,5G
C01767,3.0,Unlimited,100,56,Netflix,Medium,4G
C01768,1.0,Unlimited,100,180,Netflix,High,4G
C01769,1.5,Unlimited,50,180,Hotstar,High,5G
C01770,5.0,Unlimited,Unlimited,180,Netflix,Medium,5G
C01771,2.0,300,Unlimited,180,No OTT,Low,4G
C01772,1.0,Unlimited,Unlimited,28,Netflix,Medium,4G
C01773,1.5,Unlimited,Unlimited,180,No OTT,Low,4G
C01774,5.0,100,100,365,No OTT,Medium,4G
C01775,2.0,300,Unlimited,180,No OTT,High,5G
C01776,1.5,Unlimited,200,180,Amazon Prime,High,4G
C01777,3.0,Unlimited,Unlimited,365,Amazon Prime,Medium,5G
C01778,3.0,Unlimited,100,180,No OTT,High,5G
C01779,5.0,Unlimited,50,28,No OTT,Low,5G
C01780,1.0,200,100,56,No OTT,High,5G
C01781,2.0,Unlimited,100,180,No OTT,High,5G
C01782,5.0,300,50,56,Netflix,High,5G
C01783,2.0,100,100,365,Hotstar,Medium,4G
C01784,1.0,300,100,180,No OTT,Low,5G
C01785,2.0,200,50,180,Amazon Prime,High,4G
C01786,3.0,100,Unlimited,365,Amazon Prime,Low,4G
C01787,5.0,200,Unlimited,84,Amazon Prime,Medium,4G
C01788,5.0,300,50,180,Amazon Prime,Low,5G
C01789,1.5,200,Unlimited,56,Amazon Prime,Low,5G
C01790,2.0,Unlimited,100,56,Amazon Prime,Medium,5G
C01791,5.0,200,200,180,No OTT,Low,4G
C01792,2.0,300,Unlimited,84,Netflix,Low,4G
C01793,3.0,Unlimited,100,365,No OTT,Low,4G
C01794,1.5,100,200,28,No OTT,Low,4G
C01795,1.0,200,Unlimited,365,Hotstar,Low,5G
C01796,1.0,100,50,28,Amazon Prime,Low,4G
C01797,3.0,300,Unlimited,180,No OTT,Medium,5G
C01798,1.0,300,200,365,No OTT,Medium,5G
C01799,2.0,100,Unlimited,56,Hotstar,Low,5G
C01800,1.0,Unlimited,50,28,Hotstar,Low,4G
C01801,1.5,Unlimited,200,84,No OTT,Low,5G
C01802,3.0,Unlimited,100,84,Netflix,Low,5G
C01803,5.0,Unlimited,200,180,Hotstar,High,4G
C01804,2.0,300,Unlimited,365,No OTT,Low,5G
C01805,2.0,300,Unlimited,28,Netflix,Low,4G
C01806,1.0,Unlimited,200,56,Netflix,Medium,5G
C01807,1.0,100,100,365,Netflix,High,4G
C01808,1.5,200,200,365,Netflix,Medium,4G
C01809,1.0,Unlimited,100,56,Netflix,Medium,5G
C01810,1.0,100,200,56,Hotstar,Medium,5G
C01811,1.0,300,50,28,Netflix,Medium,4G
C01812,5.0,200,Unlimited,28,Amazon Prime,High,5G
C01813,1.0,300,Unlimited,56,No OTT,High,4G
C01814,2.0,300,200,84,No OTT,Medium,4G
C01815,1.0,300,50,84,Hotstar,High,4G
C01816,1.0,300,100,28,Netflix,Low,4G
C01817,5.0,100,200,180,Netflix,High,4G
C01818,2.0,300,200,180,No OTT,High,4G
C01819,1.5,100,100,28,Netflix,Low,5G
C01820,1.5,100,200,56,Amazon Prime,Low,4G
C01821,1.5,200,Unlimited,84,No OTT,High,5G
C01822,1.5,300,50,180,Amazon Prime,Low,4G
C01823,1.5,100,50,28,No OTT,Medium,5G
C01824,1.5,100,50,56,No OTT,Medium,4G
C01825,1.0,Unlimited,100,365,No OTT,Medium,5G
C01826,2.0,Unlimited,50,56,Netflix,Medium,5G
C01827,1.5,300,50,365,Amazon Prime,High,4G
C01828,3.0,Unlimited,Unlimited,84,Amazon Prime,High,4G
C01829,5.0,Unlimited,200,365,Netflix,Low,4G
C01830,1.0,100,100,180,No OTT,Low,4G
C01831,1.5,200,100,56,Hotstar,Low,4G
C01832,2.0,100,Unlimited,84,Netflix,High,4G
C01833,3.0,Unlimited,50,84,No OTT,Low,5G
C01834,3.0,100,100,56,No OTT,High,5G
C01835,5.0,100,Unlimited,180,Amazon Prime,Low,5G
C01836,3.0,300,100,56,No OTT,Low,5G
C01837,1.0,300,50,84,No OTT,Low,5G
C01838,1.0,Unlimited,100,28,No OTT,Medium,5G
C01839,5.0,100,100,365,Netflix,Medium,5G
C01840,2.0,Unlimited,100,365,Hotstar,High,5G
C01841,1.0,Unlimited,Unlimited,28,No OTT,High,4G
C01842,2.0,100,200,84,Amazon Prime,Low,5G
C01843,3.0,300,Unlimited,365,Amazon Prime,Medium,5G
C01844,2.0,200,100,28,Hotstar,Medium,4G
C01845,1.5,100,200,56,Amazon Prime,Medium,5G
C01846,5.0,300,200,180,No OTT,Medium,4G
C01847,1.0,Unlimited,50,28,No OTT,High,5G
C01848,1.0,300,Unlimited,365,No OTT,Medium,5G
C01849,5.0,100,200,56,No OTT,Medium,5G
C01850,1.0,100,50,84,Hotstar,Medium,4G
C01851,1.0,Unlimited,50,180,Amazon Prime,Medium,4G
C01852,2.0,300,50,28,No OTT,High,4G
C01853,5.0,100,Unlimited,180,Hotstar,Medium,5G
C01854,1.0,300,100,84,Netflix,Low,5G
C01855,2.0,100,200,180,Hotstar,Low,5G
C01856,1.0,Unlimited,50,180,Netflix,High,5G
C01857,3.0,300,Unlimited,28,Netflix,Medium,5G
C01858,3.0,Unlimited,100,84,Amazon Prime,Low,5G
C01859,3.0,100,100,84,Amazon Prime,Low,4G
C01860,1.5,100,100,84,Netflix,Low,5G
C01861,5.0,Unlimited,50,180,No OTT,High,5G
C01862,1.5,300,200,28,No OTT,Medium,4G
C01863,3.0,300,100,180,Netflix,Low,5G
C01864,1.0,Unlimited,100,56,Amazon Prime,Medium,4G
C01865,3.0,Unlimited,200,84,No OTT,Medium,4G
C01866,3.0,100,200,180,Hotstar,Low,4G
C01867,1.0,300,200,28,No OTT,Low,4G
C01868,2.0,300,100,365,Netflix,Low,4G
C01869,1.0,200,100,84,Hotstar,Medium,5G
C01870,5.0,300,Unlimited,56,Hotstar,Low,4G
C01871,2.0,200,50,84,Hotstar,Medium,4G
C01872,2.0,300,Unlimited,84,Hotstar,High,4G
C01873,1.0,300,200,84,Hotstar,Low,4G
C01874,1.0,100,200,180,Amazon Prime,Medium,4G
C01875,1.0,200,50,180,Netflix,High,5G
C01876,3.0,300,Unlimited,180,No OTT,High,4G
C01877,5.0,300,200,28,No OTT,Low,4G
C01878,1.5,200,200,84,Netflix,Medium,4G
C01879,2.0,100,200,84,Hotstar,Low,4G
C01880,3.0,300,100,84,Amazon Prime,Medium,5G
C01881,2.0,100,100,84,Hotstar,Medium,5G
C01882,1.5,300,Unlimited,56,Hotstar,Low,5G
C01883,1.0,Unlimited,100,365,No OTT,Low,5G
C01884,5.0,Unlimited,Unlimited,28,Netflix,High,5G
C01885,3.0,100,Unlimited,56,No OTT,Low,4G
C01886,5.0,300,50,56,Hotstar,Medium,4G
C01887,2.0,300,100,365,Hotstar,Medium,4G
C01888,2.0,Unlimited,100,28,Netflix,Low,5G
C01889,1.5,200,Unlimited,56,Amazon Prime,High,4G
C01890,1.5,300,50,84,Hotstar,High,4G
C01891,5.0,200,100,28,Amazon Prime,High,5G
C01892,1.5,100,Unlimited,56,No OTT,Medium,4G
C01893,2.0,Unlimited,50,56,Hotstar,High,4G
C01894,1.5,Unlimited,50,28,No OTT,High,4G
C01895,5.0,Unlimited,100,84,Amazon Prime,High,5G
C01896,3.0,200,200,28,Amazon Prime,Low,4G
C01897,1.0,100,50,28,Netflix,High,5G
C01898,1.5,200,50,180,Hotstar,Medium,4G
C01899,1.5,200,200,28,Hotstar,High,5G
C01900,1.0,200,Unlimited,84,Amazon Prime,Medium,4G
C01901,1.0,100,200,84,Netflix,Low,4G
C01902,2.0,300,Unlimited,28,No OTT,Low,5G
C01903,1.0,200,100,365,Hotstar,Low,5G
C01904,5.0,300,200,28,Hotstar,Medium,5G
C01905,1.0,200,200,28,No OTT,Low,4G
C01906,1.0,Unlimited,Unlimited,84,No OTT,Medium,5G
C01907,1.0,200,Unlimited,56,Hotstar,Low,4G
C01908,3.0,200,50,84,No OTT,Low,4G
C01909,2.0,200,50,180,Netflix,Medium,4G
C01910,1.5,300,Unlimited,56,Hotstar,High,5G
C01911,5.0,Unlimited,200,56,Netflix,High,5G
C01912,3.0,200,Unlimited,180,Amazon Prime,Low,4G
C01913,1.5,200,50,365,No OTT,Low,4G
C01914,5.0,300,100,28,No OTT,Low,4G
C01915,2.0,300,50,365,No OTT,Low,4G
C01916,3.0,300,100,56,Hotstar,High,4G
C01917,3.0,300,200,28,Hotstar,Low,5G
C01918,1.0,100,50,28,Amazon Prime,Low,4G
C01919,1.0,200,Unlimited,84,Amazon Prime,High,5G
C01920,1.0,Unlimited,50,365,Hotstar,High,5G
C01921,1.5,Unlimited,200,180,Hotstar,Low,4G
C01922,1.0,200,50,180,No OTT,High,5G
C01923,5.0,200,100,365,Amazon Prime,Medium,4G
C01924,1.5,Unlimited,Unlimited,84,Hotstar,Low,4G
C01925,1.0,300,100,84,Hotstar,Low,5G
C01926,1.0,300,100,56,No OTT,Medium,5G
C01927,1.0,300,Unlimited,56,Hotstar,Low,5G
C01928,3.0,100,Unlimited,365,No OTT,Low,5G
C01929,2.0,300,200,84,No OTT,High,5G
C01930,1.0,300,100,365,Hotstar,Low,4G
C01931,1.0,100,Unlimited,84,No OTT,Medium,4G
C01932,2.0,200,Unlimited,56,No OTT,Medium,4G
C01933,3.0,200,Unlimited,56,No OTT,High,5G
C01934,1.5,200,50,56,Netflix,High,5G
C01935,1.5,Unlimited,100,56,No OTT,Medium,5G
C01936,1.0,200,200,56,Amazon Prime,Low,4G
C01937,1.0,300,50,365,Amazon Prime,Low,4G
C01938,5.0,100,50,28,No OTT,High,4G
C01939,5.0,200,100,84,Netflix,Medium,5G
C01940,2.0,100,Unlimited,56,No OTT,Medium,5G
C01941,5.0,200,100,56,Amazon Prime,Medium,4G
C01942,1.0,200,50,180,No OTT,Medium,4G
C01943,1.0,200,200,365,No OTT,High,5G
C01944,1.0,100,200,28,Amazon Prime,High,4G
C01945,3.0,100,50,180,Hotstar,Low,4G
C01946,1.5,100,200,28,No OTT,Low,4G
C01947,3.0,200,50,365,No OTT,Low,5G
C01948,2.0,300,200,365,Netflix,High,5G
C01949,5.0,Unlimited,Unlimited,365,Hotstar,High,4G
C01950,5.0,300,50,180,No OTT,Medium,4G
C01951,3.0,100,50,56,Netflix,Low,4G
C01952,5.0,100,200,56,No OTT,Medium,4G
C01953,5.0,300,100,84,No OTT,Low,5G
C01954,2.0,100,200,365,Netflix,High,5G
C01955,5.0,200,100,84,No OTT,Medium,5G
C01956,3.0,200,Unlimited,84,No OTT,Low,4G
C01957,1.0,100,Unlimited,180,No OTT,Medium,4G
C01958,1.0,100,100,84,Amazon Prime,Medium,4G
C01959,2.0,100,100,56,Amazon Prime,Medium,5G
C01960,1.0,Unlimited,200,28,Hotstar,Medium,4G
C01961,3.0,100,100,56,No OTT,High,4G
C01962,1.5,100,Unlimited,28,No OTT,High,5G
C01963,1.0,Unlimited,50,56,No OTT,Low,5G
C01964,1.5,Unlimited,100,84,Netflix,Low,4G
C01965,2.0,200,200,180,Netflix,Low,5G
C01966,1.0,200,50,365,Netflix,Medium,4G
C01967,3.0,300,50,84,Hotstar,Medium,4G
C01968,1.0,Unlimited,100,28,Netflix,Medium,5G
C01969,3.0,Unlimited,200,365,No OTT,Medium,4G
C01970,1.0,200,50,365,Netflix,Medium,4G
C01971,2.0,300,50,84,No OTT,Low,5G
C01972,1.0,300,100,180,Amazon Prime,Low,5G
C01973,5.0,300,100,28,No OTT,Medium,4G
C01974,5.0,100,200,365,Hotstar,Low,5G
C01975,5.0,200,Unlimited,56,Amazon Prime,Medium,5G
C01976,1.0,Unlimited,100,180,Netflix,High,5G
C01977,5.0,200,Unlimited,84,Hotstar,Low,4G
C01978,1.0,100,Unlimited,56,No OTT,High,5G
C01979,1.0,100,Unlimited,28,No OTT,High,4G
C01980,3.0,300,50,56,Netflix,High,5G
C01981,3.0,Unlimited,Unlimited,28,Hotstar,Low,4G
C01982,1.5,Unlimited,50,180,No OTT,High,5G
C01983,1.5,300,100,84,Amazon Prime,High,5G
C01984,3.0,300,100,365,Netflix,High,5G
C01985,1.5,300,Unlimited,365,Amazon Prime,High,5G
C01986,3.0,Unlimited,50,56,No OTT,Low,5G
C01987,2.0,Unlimited,50,28,No OTT,High,5G
C01988,1.5,300,200,365,No OTT,High,4G
C01989,2.0,Unlimited,Unlimited,365,Hotstar,High,4G
C01990,1.5,100,100,28,Netflix,Medium,5G
C01991,1.5,100,50,28,Amazon Prime,High,5G
C01992,1.5,300,50,365,No OTT,Low,5G
C01993,5.0,100,100,180,Hotstar,Medium,4G
C01994,1.5,200,50,180,No OTT,High,4G
C01995,1.0,200,100,84,Netflix,Medium,5G
C01996,5.0,300,100,56,No OTT,High,5G
C01997,1.5,Unlimited,200,28,No OTT,High,4G
C01998,1.0,100,200,28,Hotstar,Medium,5G
C01999,3.0,300,100,84,No OTT,Low,5G
C02000,3.0,100,50,84,Netflix,Low,4G
C02001,1.5,100,50,180,No OTT,Low,4G
C02002,5.0,100,Unlimited,28,Amazon Prime,Low,4G
C02003,1.0,300,50,84,Netflix,Medium,4G
C02004,1.5,300,200,28,Netflix,Low,5G
C02005,1.5,Unlimited,200,28,Netflix,Medium,5G
C02006,5.0,100,200,84,Amazon Prime,High,5G
C02007,1.0,300,100,180,Hotstar,High,4G
C02008,3.0,Unlimited,100,180,No OTT,Low,4G
C02009,3.0,Unlimited,200,28,No OTT,Low,4G
C02010,2.0,200,200,365,Hotstar,High,4G
C02011,2.0,100,100,84,Hotstar,Low,5G
C02012,3.0,100,200,84,Netflix,Low,5G
C02013,2.0,200,200,365,No OTT,High,5G
C02014,1.0,200,50,180,Hotstar,High,5G
C02015,1.5,100,100,84,Netflix,Low,4G
C02016,5.0,Unlimited,50,56,Amazon Prime,Low,4G
C02017,5.0,200,200,28,Hotstar,High,4G
C02018,2.0,Unlimited,200,180,Amazon Prime,High,4G
C02019,5.0,Unlimited,200,365,No OTT,Medium,4G
C02020,3.0,200,50,365,No OTT,Medium,4G
C02021,1.5,200,50,365,No OTT,High,4G
C02022,2.0,200,200,180,Netflix,Low,5G
C02023,2.0,100,Unlimited,28,Amazon Prime,Low,5G
C02024,5.0,Unlimited,100,365,Netflix,Medium,5G
C02025,5.0,100,200,56,No OTT,High,5G
C02026,1.5,100,Unlimited,84,Hotstar,Medium,5G
C02027,1.0,100,100,28,No OTT,Medium,5G
C02028,1.0,300,100,365,Netflix,High,4G
C02029,5.0,Unlimited,100,180,Amazon Prime,Low,4G
C02030,5.0,300,50,180,Hotstar,Low,4G
C02031,1.5,300,100,84,No OTT,High,4G
C02032,3.0,Unlimited,50,56,Amazon Prime,Medium,4G
C02033,5.0,300,200,365,No OTT,Medium,5G
C02034,3.0,200,200,365,Hotstar,Low,4G
C02035,3.0,Unlimited,50,56,No OTT,High,4G
C02036,2.0,Unlimited,100,84,No OTT,Medium,5G
C02037,5.0,Unlimited,100,56,Hotstar,Low,5G
C02038,3.0,200,50,56,No OTT,Medium,4G
C02039,3.0,200,50,56,No OTT,Medium,5G
C02040,2.0,100,100,56,No OTT,High,5G
C02041,2.0,100,50,56,No OTT,Medium,4G
C02042,1.0,300,200,84,Amazon Prime,Medium,4G
C02043,2.0,100,200,84,Netflix,Low,5G
C02044,2.0,100,100,84,Amazon Prime,High,4G
C02045,3.0,Unlimited,100,28,Netflix,Low,5G
C02046,3.0,300,50,365,Amazon Prime,Low,4G
C02047,3.0,Unlimited,100,28,No OTT,High,5G
C02048,3.0,100,Unlimited,365,No OTT,Low,5G
C02049,1.0,100,Unlimited,84,No OTT,Medium,4G
C02050,1.5,Unlimited,200,84,No OTT,Low,5G
C02051,5.0,100,50,28,Hotstar,Low,5G
C02052,5.0,200,50,180,No OTT,High,5G
C02053,5.0,Unlimited,Unlimited,84,No OTT,High,5G
C02054,1.5,300,100,84,No OTT,Medium,4G
C02055,1.5,Unlimited,Unlimited,56,Netflix,High,5G
C02056,5.0,300,100,365,Amazon Prime,High,4G
C02057,1.5,Unlimited,50,365,No OTT,High,4G
C02058,1.0,300,100,180,No OTT,High,5G
C02059,5.0,200,50,365,Amazon Prime,Medium,4G
C02060,1.5,Unlimited,200,365,No OTT,High,5G
C02061,1.5,Unlimited,50,180,No OTT,Medium,5G
C02062,2.0,300,50,28,No OTT,Low,5G
C02063,1.5,100,200,56,Netflix,Low,5G
C02064,1.5,100,200,28,No OTT,Medium,5G
C02065,1.5,300,Unlimited,56,Amazon Prime,Low,4G
C02066,1.5,100,100,365,Netflix,Medium,4G
C02067,1.5,Unlimited,Unlimited,84,No OTT,High,4G
C02068,1.0,100,100,365,No OTT,Low,4G
C02069,2.0,Unlimited,100,365,Hotstar,High,4G
C02070,1.5,Unlimited,50,56,No OTT,Medium,4G
C02071,3.0,300,Unlimited,56,No OTT,Low,5G
C02072,3.0,Unlimited,200,56,Hotstar,Medium,5G
C02073,1.5,100,200,56,No OTT,High,4G
C02074,3.0,300,50,365,Netflix,High,4G
C02075,1.5,300,200,180,Hotstar,Low,4G
C02076,3.0,100,50,28,No OTT,Medium,4G
C02077,3.0,300,50,28,Netflix,Medium,5G
C02078,1.0,100,200,365,No OTT,High,4G
C02079,5.0,300,50,84,Netflix,Medium,5G
C02080,1.0,200,Unlimited,365,Amazon Prime,Medium,5G
C02081,5.0,Unlimited,Unlimited,84,No OTT,High,4G
C02082,5.0,300,200,365,No OTT,Low,5G
C02083,2.0,300,100,84,No OTT,Medium,5G
C02084,1.0,Unlimited,200,56,Hotstar,Medium,4G
C02085,1.5,100,50,84,Amazon Prime,Medium,5G
C02086,1.0,200,50,84,No OTT,High,5G
C02087,1.5,100,100,28,Hotstar,Medium,4G
C02088,1.5,100,200,365,No OTT,Medium,5G
C02089,5.0,200,100,365,No OTT,Low,5G
C02090,5.0,100,50,365,Amazon Prime,High,5G
C02091,5.0,100,200,28,No OTT,Medium,5G
C02092,3.0,Unlimited,200,56,No OTT,High,4G
C02093,3.0,100,Unlimited,180,Netflix,High,4G
C02094,2.0,300,50,365,No OTT,Low,4G
C02095,1.5,200,50,180,No OTT,Low,5G
C02096,1.5,200,100,84,No OTT,High,4G
C02097,1.0,200,100,84,Hotstar,Low,4G
C02098,5.0,300,50,180,No OTT,High,4G
C02099,1.5,200,50,365,Netflix,High,4G
C02100,1.0,300,200,84,Hotstar,Low,5G
C02101,1.5,Unlimited,Unlimited,56,No OTT,Low,4G
C02102,1.0,Unlimited,50,180,No OTT,Low,5G
C02103,1.5,300,Unlimited,84,No OTT,Low,5G
C02104,5.0,Unlimited,Unlimited,365,Amazon Prime,Low,4G
C02105,5.0,200,100,365,No OTT,Low,4G
C02106,2.0,100,Unlimited,365,Netflix,Low,4G
C02107,5.0,300,100,56,Amazon Prime,Low,4G
C02108,1.0,200,Unlimited,180,No OTT,Medium,4G
C02109,1.0,300,200,56,No OTT,Low,5G
C02110,2.0,200,100,84,Hotstar,Low,5G
C02111,3.0,200,200,365,Netflix,Low,5G
C02112,1.0,100,50,84,Hotstar,Low,5G
C02113,3.0,300,200,365,Hotstar,Low,4G
C02114,3.0,100,50,84,No OTT,Medium,5G
C02115,1.0,300,50,365,Hotstar,Medium,5G
C02116,2.0,200,100,56,Netflix,Low,5G
C02117,2.0,300,50,365,No OTT,Medium,4G
C02118,1.5,Unlimited,50,180,Hotstar,High,4G
C02119,1.5,Unlimited,Unlimited,180,Amazon Prime,Low,4G
C02120,1.5,200,50,365,Hotstar,High,5G
C02121,2.0,300,Unlimited,365,Hotstar,High,4G
C02122,2.0,300,200,84,Hotstar,Medium,4G
C02123,1.5,300,50,28,No OTT,High,5G
C02124,1.5,300,Unlimited,180,Netflix,Low,5G
C02125,2.0,Unlimited,200,180,Netflix,Medium,5G
C02126,3.0,200,200,84,No OTT,Low,5G
C02127,3.0,300,200,56,No OTT,Medium,4G
C02128,2.0,100,200,180,No OTT,Low,4G
C02129,5.0,200,Unlimited,180,No OTT,Medium,5G
C02130,2.0,300,50,84,Amazon Prime,Medium,5G
C02131,2.0,200,50,365,No OTT,High,5G
C02132,5.0,200,100,365,No OTT,High,5G
C02133,3.0,200,Unlimited,28,No OTT,Low,4G
C02134,5.0,200,Unlimited,28,No OTT,High,4G
C02135,3.0,100,Unlimited,56,Amazon Prime,Medium,4G
C02136,5.0,200,50,180,Amazon Prime,High,4G
C02137,2.0,Unlimited,50,84,Netflix,Medium,5G
C02138,3.0,200,50,84,Amazon Prime,High,5G
C02139,1.5,100,50,180,Hotstar,Low,5G
C02140,2.0,Unlimited,200,56,No OTT,Medium,5G
C02141,2.0,200,200,84,No OTT,Low,5G
C02142,5.0,300,Unlimited,365,Netflix,Medium,4G
C02143,3.0,300,50,84,Hotstar,Low,4G
C02144,5.0,200,200,28,Netflix,High,5G
C02145,1.0,Unlimited,100,365,Amazon Prime,Medium,4G
C02146,1.0,Unlimited,50,56,Hotstar,Medium,4G
C02147,5.0,100,100,28,Amazon Prime,High,4G
C02148,2.0,Unlimited,200,180,Hotstar,Medium,4G
C02149,3.0,100,100,365,Amazon Prime,Low,5G
C02150,2.0,300,200,180,Hotstar,High,4G
C02151,5.0,200,Unlimited,28,No OTT,High,5G
C02152,3.0,200,Unlimited,365,Hotstar,High,4G
C02153,2.0,200,Unlimited,56,Netflix,Low,4G
C02154,5.0,100,200,56,Netflix,Low,5G
C02155,1.0,200,100,84,Amazon Prime,High,5G
C02156,1.5,Unlimited,200,84,Amazon Prime,Low,5G
C02157,1.0,200,Unlimited,84,No OTT,High,4G
C02158,1.5,300,200,365,No OTT,Low,5G
C02159,1.5,200,200,180,No OTT,Medium,4G
C02160,2.0,Unlimited,50,180,Netflix,High,5G
C02161,5.0,Unlimited,100,365,No OTT,High,4G
C02162,3.0,Unlimited,200,180,Hotstar,Medium,5G
C02163,3.0,100,50,56,No OTT,Low,4G
C02164,1.5,Unlimited,200,365,Hotstar,High,5G
C02165,1.0,300,50,56,Hotstar,High,5G
C02166,1.0,100,Unlimited,84,No OTT,Low,4G
C02167,5.0,300,Unlimited,56,Netflix,Medium,4G
C02168,3.0,100,Unlimited,365,Amazon Prime,High,5G
C02169,2.0,300,200,28,No OTT,High,5G
C02170,2.0,100,Unlimited,84,No OTT,High,4G
C02171,1.0,300,100,56,Netflix,Low,5G
C02172,5.0,100,200,365,Hotstar,Medium,4G
C02173,5.0,300,50,28,Netflix,Medium,5G
C02174,5.0,300,50,180,Hotstar,Low,4G
C02175,3.0,100,100,84,Amazon Prime,Medium,4G
C02176,1.0,100,200,84,No OTT,High,5G
C02177,1.5,100,100,56,Netflix,Medium,4G
C02178,2.0,200,100,56,Netflix,Medium,5G
C02179,5.0,300,100,365,Netflix,Medium,5G
C02180,2.0,200,100,56,Netflix,Low,4G
C02181,1.0,Unlimited,50,180,Hotstar,Low,5G
C02182,5.0,100,100,28,Amazon Prime,Medium,5G
C02183,5.0,300,50,28,Amazon Prime,High,4G
C02184,1.5,300,Unlimited,28,Netflix,Low,4G
C02185,5.0,100,200,180,No OTT,Medium,4G
C02186,1.0,200,100,365,Netflix,Medium,4G
C02187,2.0,100,50,365,No OTT,High,5G
C02188,5.0,300,200,28,No OTT,Medium,4G
C02189,5.0,100,100,28,Amazon Prime,High,5G
C02190,2.0,200,Unlimited,56,Amazon Prime,Medium,5G
C02191,5.0,300,50,365,Netflix,Medium,4G
C02192,1.5,Unlimited,200,84,No OTT,High,4G
C02193,3.0,Unlimited,200,28,Hotstar,High,5G
C02194,1.0,300,Unlimited,180,No OTT,High,5G
C02195,5.0,200,50,365,No OTT,Low,4G
C02196,5.0,100,100,365,No OTT,Low,4G
C02197,1.0,Unlimited,200,365,Hotstar,High,4G
C02198,2.0,Unlimited,Unlimited,56,No OTT,Low,4G
C02199,1.5,300,100,28,Amazon Prime,Medium,4G
C02200,3.0,200,Unlimited,180,No OTT,Medium,4G
C02201,3.0,100,Unlimited,365,Amazon Prime,Medium,5G
C02202,1.0,Unlimited,200,84,No OTT,High,5G
C02203,1.0,300,Unlimited,56,Hotstar,High,5G
C02204,2.0,300,50,365,No OTT,High,5G
C02205,3.0,300,200,56,No OTT,Low,4G
