Customer_ID,Previous_Plan_ID,Usage_Data_GB,Usage_Calls,Usage_SMS,Renewed,Previous_Speed,Previous_Validity,Previous_OTT
C01941,P16,37,7513,682,1,5G,56,Amazon Prime
C01942,P07,107,3042,1228,0,4G,180,Hotstar
C01943,P12,141,5006,495,1,5G,56,Amazon Prime
C01944,P21,32,1451,1040,0,5G,28,No OTT
C01945,P25,136,3239,728,0,5G,365,Netflix
C01946,P21,112,1096,408,0,5G,28,No OTT
C01947,P22,177,7712,476,0,4G,365,No OTT
C01948,P07,105,3753,1074,1,4G,180,Hotstar
C01949,P05,36,5378,289,0,5G,84,No OTT
C01950,P05,42,9285,1286,0,5G,84,No OTT
C01951,P01,37,9047,208,1,4G,365,No OTT
C01952,P09,189,8235,1202,0,4G,365,No OTT
C01953,P03,150,7252,1726,0,4G,84,No OTT
C01954,P21,57,9869,1049,0,5G,28,No OTT
C01955,P02,194,4223,415,0,5G,56,Netflix
C01956,P03,171,5209,371,1,4G,84,No OTT
C01957,P20,74,8859,135,0,5G,180,Netflix
C01958,P20,100,4150,1801,1,5G,180,Netflix
C01959,P14,142,7650,445,1,5G,28,No OTT
C01960,P12,156,7611,1858,1,5G,56,Amazon Prime
C01961,P25,183,7866,1829,0,5G,365,Netflix
C01962,P05,46,9577,1624,0,5G,84,No OTT
C01963,P09,78,9837,775,0,4G,365,No OTT
C01964,P01,190,6943,1137,1,4G,365,No OTT
C01965,P07,178,3994,291,0,4G,180,Hotstar
C01966,P07,45,1227,1028,1,4G,180,Hotstar
C01967,P04,196,2502,1276,0,4G,84,No OTT
C01968,P24,69,6182,1536,0,4G,180,No OTT
C01969,P15,90,8890,1131,0,4G,28,No OTT
C01970,P07,140,3336,1290,0,4G,180,Hotstar
C01971,P16,60,3667,361,0,5G,56,Amazon Prime
C01972,P03,118,6742,936,0,4G,84,No OTT
C01973,P15,51,9412,1693,0,4G,28,No OTT
C01974,P05,57,4289,133,0,5G,84,No OTT
C01975,P23,186,1683,402,0,4G,28,No OTT
C01976,P04,132,2949,566,1,4G,84,No OTT
C01977,P22,122,6944,1815,1,4G,365,No OTT
C01978,P14,39,9835,1652,1,5G,28,No OTT
C01979,P03,81,7764,429,0,4G,84,No OTT
C01980,P15,136,6399,1353,1,4G,28,No OTT
C01981,P01,128,3404,1828,1,4G,365,No OTT
C01982,P23,181,1233,1900,0,4G,28,No OTT
C01983,P13,95,5567,907,1,5G,365,Amazon Prime
C01984,P07,48,6737,1573,0,4G,180,Hotstar
C01985,P13,97,9669,1062,0,5G,365,Amazon Prime
C01986,P08,87,3787,1042,0,4G,84,No OTT
C01987,P04,130,8337,1713,1,4G,84,No OTT
C01988,P25,142,5459,1881,0,5G,365,Netflix
C01989,P11,178,3068,644,1,5G,28,Hotstar
C01990,P03,162,5014,451,0,4G,84,No OTT
C01991,P08,152,2296,1274,1,4G,84,No OTT
C01992,P17,38,7990,990,0,5G,28,Hotstar
C01993,P14,60,7760,1829,0,5G,28,No OTT
C01994,P02,129,7907,1624,0,5G,56,Netflix
C01995,P01,149,5823,1823,0,4G,365,No OTT
C01996,P13,63,1984,733,1,5G,365,Amazon Prime
C01997,P12,104,9905,1141,0,5G,56,Amazon Prime
C01998,P01,74,9261,1230,0,4G,365,No OTT
C01999,P08,137,2546,563,0,4G,84,No OTT
C02000,P05,102,7304,849,1,5G,84,No OTT
C02001,P11,71,2231,851,1,5G,28,Hotstar
C02002,P19,84,6288,193,0,5G,84,Hotstar
C02003,P18,107,3804,318,1,4G,180,No OTT
C02004,P17,42,2517,496,1,5G,28,Hotstar
C02005,P03,130,4477,1911,0,4G,84,No OTT
C02006,P23,156,3185,157,0,4G,28,No OTT
C02007,P04,91,4784,1298,1,4G,84,No OTT
C02008,P03,145,2998,898,0,4G,84,No OTT
C02009,P02,122,4792,310,1,5G,56,Netflix
C02010,P15,70,5163,1072,0,4G,28,No OTT
C02011,P16,151,6188,682,0,5G,56,Amazon Prime
C02012,P06,57,6566,101,1,5G,365,Netflix
C02013,P08,151,3441,596,0,4G,84,No OTT
C02014,P12,167,6485,935,1,5G,56,Amazon Prime
C02015,P03,60,7965,1538,0,4G,84,No OTT
C02016,P23,139,5341,717,0,4G,28,No OTT
C02017,P09,83,6502,1732,1,4G,365,No OTT
C02018,P13,94,5730,1626,1,5G,365,Amazon Prime
C02019,P17,168,4202,1784,1,5G,28,Hotstar
C02020,P15,98,5289,373,0,4G,28,No OTT
C02021,P15,154,9697,1372,0,4G,28,No OTT
C02022,P13,118,9058,1303,0,5G,365,Amazon Prime
C02023,P08,100,6894,808,1,4G,84,No OTT
C02024,P21,120,8450,508,0,5G,28,No OTT
C02025,P16,109,7045,441,0,5G,56,Amazon Prime
C02026,P23,148,2359,1361,0,4G,28,No OTT
C02027,P22,116,5352,1169,0,4G,365,No OTT
C02028,P17,45,9859,1125,0,5G,28,Hotstar
C02029,P22,85,2313,923,0,4G,365,No OTT
C02030,P14,168,9701,469,0,5G,28,No OTT
C02031,P10,163,7932,159,1,4G,28,No OTT
C02032,P11,127,8995,1533,1,5G,28,Hotstar
C02033,P15,197,6567,868,1,4G,28,No OTT
C02034,P12,84,7007,1217,1,5G,56,Amazon Prime
C02035,P20,98,4489,207,0,5G,180,Netflix
C02036,P04,164,4062,1382,0,4G,84,No OTT
C02037,P19,113,3688,1007,0,5G,84,Hotstar
C02038,P04,147,5801,1894,0,4G,84,No OTT
C02039,P17,94,9803,1294,0,5G,28,Hotstar
C02040,P14,143,6968,1472,1,5G,28,No OTT
C02041,P08,125,6259,107,0,4G,84,No OTT
C02042,P10,195,1762,1816,1,4G,28,No OTT
C02043,P25,68,1913,1169,1,5G,365,Netflix
C02044,P09,71,9859,1174,0,4G,365,No OTT
C02045,P11,32,1299,238,1,5G,28,Hotstar
C02046,P14,45,6553,1735,1,5G,28,No OTT
C02047,P19,105,2824,750,1,5G,84,Hotstar
C02048,P08,78,4936,163,0,4G,84,No OTT
C02049,P25,61,5297,160,1,5G,365,Netflix
C02050,P10,52,1199,1638,0,4G,28,No OTT
C02051,P20,103,3640,1749,1,5G,180,Netflix
C02052,P18,46,5715,631,1,4G,180,No OTT
C02053,P04,116,5823,100,1,4G,84,No OTT
C02054,P23,189,3461,1249,0,4G,28,No OTT
C02055,P23,86,1001,742,0,4G,28,No OTT
C02056,P11,40,5757,1597,1,5G,28,Hotstar
C02057,P22,49,8895,613,0,4G,365,No OTT
C02058,P12,67,4300,429,1,5G,56,Amazon Prime
C02059,P18,182,4678,233,0,4G,180,No OTT
C02060,P02,106,5152,615,1,5G,56,Netflix
C02061,P03,24,9860,1703,1,4G,84,No OTT
C02062,P09,179,8817,1938,1,4G,365,No OTT
C02063,P06,96,3683,1255,0,5G,365,Netflix
C02064,P22,129,7570,187,1,4G,365,No OTT
C02065,P22,100,2174,590,0,4G,365,No OTT
C02066,P18,178,4671,441,0,4G,180,No OTT
C02067,P20,178,4374,1422,1,5G,180,Netflix
C02068,P12,168,1077,691,1,5G,56,Amazon Prime
C02069,P17,131,4884,779,1,5G,28,Hotstar
C02070,P01,161,7672,1746,0,4G,365,No OTT
C02071,P08,32,5954,101,1,4G,84,No OTT
C02072,P01,143,6906,1170,1,4G,365,No OTT
C02073,P06,92,7665,1566,0,5G,365,Netflix
C02074,P24,181,2518,956,0,4G,180,No OTT
C02075,P07,135,7600,686,0,4G,180,Hotstar
C02076,P08,54,3165,1227,0,4G,84,No OTT
C02077,P23,84,3676,329,1,4G,28,No OTT
C02078,P18,189,4436,1149,1,4G,180,No OTT
C02079,P15,183,9489,766,1,4G,28,No OTT
C02080,P16,161,4866,741,1,5G,56,Amazon Prime
C02081,P25,191,7947,968,0,5G,365,Netflix
C02082,P18,94,8107,230,1,4G,180,No OTT
C02083,P01,52,1055,570,0,4G,365,No OTT
C02084,P20,75,6031,1973,1,5G,180,Netflix
C02085,P08,190,2045,1096,1,4G,84,No OTT
C02086,P01,94,7918,1388,0,4G,365,No OTT
C02087,P14,98,3914,1684,1,5G,28,No OTT
C02088,P17,174,9507,856,1,5G,28,Hotstar
C02089,P21,172,1127,347,1,5G,28,No OTT
C02090,P15,41,9401,543,0,4G,28,No OTT
C02091,P17,115,7526,161,0,5G,28,Hotstar
C02092,P08,78,2167,736,1,4G,84,No OTT
C02093,P03,67,8273,1763,0,4G,84,No OTT
C02094,P23,194,9094,843,0,4G,28,No OTT
C02095,P04,107,2881,693,0,4G,84,No OTT
C02096,P11,35,3724,1019,0,5G,28,Hotstar
C02097,P06,51,3843,584,0,5G,365,Netflix
C02098,P08,151,9014,455,0,4G,84,No OTT
C02099,P17,171,6205,544,0,5G,28,Hotstar
C02100,P05,45,5836,1793,1,5G,84,No OTT
C02101,P08,194,3332,346,1,4G,84,No OTT
C02102,P18,182,3040,503,0,4G,180,No OTT
C02103,P06,194,4263,1876,0,5G,365,Netflix
C02104,P13,200,1120,1603,0,5G,365,Amazon Prime
C02105,P05,21,8812,789,0,5G,84,No OTT
C02106,P01,66,8945,1580,0,4G,365,No OTT
C02107,P20,128,7194,1808,1,5G,180,Netflix
C02108,P12,135,1221,1355,1,5G,56,Amazon Prime
C02109,P24,162,8818,1072,0,4G,180,No OTT
C02110,P04,181,1692,1893,0,4G,84,No OTT
C02111,P17,171,3653,1798,1,5G,28,Hotstar
C02112,P18,135,5866,360,1,4G,180,No OTT
C02113,P05,118,5579,1426,0,5G,84,No OTT
C02114,P07,116,9021,781,1,4G,180,Hotstar
C02115,P15,92,4457,764,1,4G,28,No OTT
C02116,P08,111,5353,1271,0,4G,84,No OTT
C02117,P16,74,1882,1583,0,5G,56,Amazon Prime
C02118,P22,150,3279,1854,1,4G,365,No OTT
C02119,P02,35,3567,1758,0,5G,56,Netflix
C02120,P03,61,1890,1279,1,4G,84,No OTT
C02121,P11,36,2697,485,0,5G,28,Hotstar
C02122,P02,37,5074,301,1,5G,56,Netflix
C02123,P24,93,5575,1238,1,4G,180,No OTT
C02124,P01,43,1523,1007,0,4G,365,No OTT
C02125,P23,21,3438,907,0,4G,28,No OTT
C02126,P01,35,2110,181,1,4G,365,No OTT
C02127,P07,152,5936,1338,0,4G,180,Hotstar
C02128,P10,84,2274,274,1,4G,28,No OTT
C02129,P25,49,9104,786,0,5G,365,Netflix
C02130,P07,58,4108,382,0,4G,180,Hotstar
C02131,P06,180,5985,1961,0,5G,365,Netflix
C02132,P22,39,8177,1748,1,4G,365,No OTT
C02133,P16,185,4412,1268,0,5G,56,Amazon Prime
C02134,P05,23,5660,1237,0,5G,84,No OTT
C02135,P08,79,8843,814,1,4G,84,No OTT
C02136,P04,96,7090,348,1,4G,84,No OTT
C02137,P18,25,3271,1369,0,4G,180,No OTT
C02138,P05,126,4978,1834,1,5G,84,No OTT
C02139,P24,113,6784,1972,1,4G,180,No OTT
C02140,P18,115,7061,972,1,4G,180,No OTT
C02141,P09,191,9216,170,0,4G,365,No OTT
C02142,P17,83,7048,349,1,5G,28,Hotstar
C02143,P05,159,3869,1072,1,5G,84,No OTT
C02144,P18,60,8014,1396,0,4G,180,No OTT
C02145,P15,163,3757,367,1,4G,28,No OTT
C02146,P16,153,2812,1045,1,5G,56,Amazon Prime
C02147,P10,170,5399,1017,0,4G,28,No OTT
C02148,P01,71,2240,1111,0,4G,365,No OTT
C02149,P03,131,6275,1839,1,4G,84,No OTT
C02150,P22,196,8405,1876,0,4G,365,No OTT
C02151,P02,149,7757,1593,0,5G,56,Netflix
C02152,P01,60,4401,515,1,4G,365,No OTT
C02153,P24,27,3801,1829,1,4G,180,No OTT
C02154,P06,151,3243,464,1,5G,365,Netflix
C02155,P07,121,7059,1398,0,4G,180,Hotstar
C02156,P13,28,8464,349,0,5G,365,Amazon Prime
C02157,P24,105,7671,1631,1,4G,180,No OTT
C02158,P20,126,2999,297,0,5G,180,Netflix
C02159,P23,52,6312,641,1,4G,28,No OTT
C02160,P04,77,8482,1893,1,4G,84,No OTT
C02161,P05,150,7642,1506,1,5G,84,No OTT
C02162,P02,113,6589,1185,1,5G,56,Netflix
C02163,P03,127,3995,112,1,4G,84,No OTT
C02164,P09,146,7111,1900,1,4G,365,No OTT
C02165,P20,49,9063,1808,1,5G,180,Netflix
C02166,P10,124,5149,232,0,4G,28,No OTT
C02167,P04,106,2665,1671,1,4G,84,No OTT
C02168,P22,125,6942,508,0,4G,365,No OTT
C02169,P06,129,2939,1497,0,5G,365,Netflix
C02170,P17,67,5784,2000,0,5G,28,Hotstar
C02171,P20,135,1465,755,0,5G,180,Netflix
C02172,P20,80,4407,960,0,5G,180,Netflix
C02173,P02,174,3729,251,1,5G,56,Netflix
C02174,P22,82,2945,592,1,4G,365,No OTT
C02175,P22,178,5928,736,0,4G,365,No OTT
C02176,P01,144,5041,1668,0,4G,365,No OTT
C02177,P15,64,8756,1466,1,4G,28,No OTT
C02178,P14,72,2407,1137,1,5G,28,No OTT
C02179,P21,64,4378,754,0,5G,28,No OTT
C02180,P07,154,2696,1892,1,4G,180,Hotstar
C02181,P16,198,3769,1637,0,5G,56,Amazon Prime
C02182,P05,129,2184,1063,1,5G,84,No OTT
C02183,P13,59,4382,319,1,5G,365,Amazon Prime
C02184,P12,22,3745,1800,0,5G,56,Amazon Prime
C02185,P13,38,2410,1171,1,5G,365,Amazon Prime
C02186,P08,157,2159,1174,1,4G,84,No OTT
C02187,P16,190,8026,1901,1,5G,56,Amazon Prime
C02188,P22,94,1030,860,0,4G,365,No OTT
C02189,P18,60,2108,962,0,4G,180,No OTT
C02190,P07,30,9536,1551,0,4G,180,Hotstar
C02191,P24,130,2234,1699,0,4G,180,No OTT
C02192,P11,23,8802,419,0,5G,28,Hotstar
C02193,P04,60,6600,1804,1,4G,84,No OTT
C02194,P05,61,5079,393,0,5G,84,No OTT
C02195,P15,107,8935,1643,1,4G,28,No OTT
C02196,P18,187,8399,1460,1,4G,180,No OTT
C02197,P20,90,7910,440,1,5G,180,Netflix
C02198,P08,169,7804,1425,0,4G,84,No OTT
C02199,P08,108,2046,703,0,4G,84,No OTT
C02200,P18,163,2639,460,1,4G,180,No OTT
C02201,P07,185,6386,627,1,4G,180,Hotstar
C02202,P12,196,9075,492,1,5G,56,Amazon Prime
C02203,P06,115,6979,208,1,5G,365,Netflix
C02204,P12,78,2339,1700,1,5G,56,Amazon Prime
C02205,P15,94,2263,1449,0,4G,28,No OTT
C02206,P23,22,8531,1828,0,4G,28,No OTT
C02207,P20,52,4915,1215,0,5G,180,Netflix
C02208,P04,58,1060,583,0,4G,84,No OTT
C02209,P24,124,9868,1825,0,4G,180,No OTT
C02210,P14,108,5326,839,1,5G,28,No OTT
C02211,P02,61,8598,1621,0,5G,56,Netflix
C02212,P24,108,3001,744,0,4G,180,No OTT
C02213,P15,128,4273,447,0,4G,28,No OTT
C02214,P04,100,5617,1408,0,4G,84,No OTT
C02215,P14,107,8319,289,0,5G,28,No OTT
C02216,P03,109,6969,1170,0,4G,84,No OTT
C02217,P04,118,8054,826,0,4G,84,No OTT
C02218,P08,125,9246,1701,0,4G,84,No OTT
C02219,P21,123,3055,288,0,5G,28,No OTT
C02220,P02,156,1277,274,1,5G,56,Netflix
C02221,P24,121,1722,621,1,4G,180,No OTT
C02222,P20,83,7863,294,1,5G,180,Netflix
C02223,P03,68,8369,592,0,4G,84,No OTT
C02224,P22,97,4221,1918,0,4G,365,No OTT
C02225,P15,146,6398,360,0,4G,28,No OTT
C02226,P21,46,6255,769,1,5G,28,No OTT
C02227,P19,186,1317,145,1,5G,84,Hotstar
C02228,P23,65,3612,424,1,4G,28,No OTT
C02229,P11,26,8712,1869,0,5G,28,Hotstar
C02230,P02,111,5962,1486,1,5G,56,Netflix
C02231,P24,155,1163,378,0,4G,180,No OTT
C02232,P20,104,4196,635,1,5G,180,Netflix
C02233,P02,125,4718,1090,0,5G,56,Netflix
C02234,P17,184,1497,1884,0,5G,28,Hotstar
C02235,P18,88,9805,421,0,4G,180,No OTT
C02236,P23,50,8870,145,1,4G,28,No OTT
C02237,P01,122,2760,371,1,4G,365,No OTT
C02238,P15,24,7524,323,1,4G,28,No OTT
C02239,P12,68,1469,298,1,5G,56,Amazon Prime
C02240,P21,83,1190,1617,0,5G,28,No OTT
C02241,P24,141,7286,167,0,4G,180,No OTT
C02242,P16,106,4275,591,0,5G,56,Amazon Prime
C02243,P04,97,7936,599,1,4G,84,No OTT
C02244,P07,177,7288,1648,0,4G,180,Hotstar
C02245,P13,187,7889,1906,1,5G,365,Amazon Prime
C02246,P13,100,4200,108,1,5G,365,Amazon Prime
C02247,P17,23,9171,1571,0,5G,28,Hotstar
C02248,P08,88,6036,343,1,4G,84,No OTT
C02249,P15,29,2872,247,0,4G,28,No OTT
C02250,P04,143,1244,1895,0,4G,84,No OTT
C02251,P20,68,9735,674,0,5G,180,Netflix
C02252,P25,63,5903,594,1,5G,365,Netflix
C02253,P11,171,3557,1394,1,5G,28,Hotstar
C02254,P02,60,1520,706,1,5G,56,Netflix
C02255,P25,78,6794,218,1,5G,365,Netflix
C02256,P02,186,6606,1295,0,5G,56,Netflix
C02257,P09,195,6034,1525,1,4G,365,No OTT
C02258,P17,81,7321,1170,0,5G,28,Hotstar
C02259,P10,124,5336,1134,1,4G,28,No OTT
C02260,P09,51,4758,865,0,4G,365,No OTT
C02261,P07,132,7971,1122,0,4G,180,Hotstar
C02262,P04,176,6280,741,0,4G,84,No OTT
C02263,P13,80,3115,1426,0,5G,365,Amazon Prime
C02264,P18,128,6345,1915,0,4G,180,No OTT
C02265,P11,61,6773,1683,1,5G,28,Hotstar
C02266,P08,181,7302,1094,1,4G,84,No OTT
C02267,P13,66,9962,1211,1,5G,365,Amazon Prime
C02268,P11,144,5894,1816,0,5G,28,Hotstar
C02269,P03,89,1130,105,0,4G,84,No OTT
C02270,P17,126,3328,459,1,5G,28,Hotstar
C02271,P07,50,5792,605,1,4G,180,Hotstar
C02272,P01,196,5934,370,1,4G,365,No OTT
C02273,P04,132,7267,1109,0,4G,84,No OTT
C02274,P08,191,5898,820,1,4G,84,No OTT
C02275,P23,140,5275,1653,1,4G,28,No OTT
C02276,P20,124,8413,1572,0,5G,180,Netflix
C02277,P17,170,8309,484,1,5G,28,Hotstar
C02278,P12,85,6536,1214,1,5G,56,Amazon Prime
C02279,P09,194,7495,1972,0,4G,365,No OTT
C02280,P11,23,4506,1534,1,5G,28,Hotstar
C02281,P13,188,2397,713,1,5G,365,Amazon Prime
C02282,P06,175,7650,520,0,5G,365,Netflix
C02283,P19,83,8887,630,1,5G,84,Hotstar
C02284,P02,152,8703,1372,1,5G,56,Netflix
C02285,P05,58,2581,1447,0,5G,84,No OTT
C02286,P10,165,3831,419,0,4G,28,No OTT
C02287,P21,167,7050,369,1,5G,28,No OTT
C02288,P08,28,6441,1553,0,4G,84,No OTT
C02289,P25,60,6390,1422,1,5G,365,Netflix
C02290,P02,123,9653,634,0,5G,56,Netflix
C02291,P01,124,9451,1346,0,4G,365,No OTT
C02292,P03,66,6431,1959,1,4G,84,No OTT
C02293,P12,160,6860,1497,0,5G,56,Amazon Prime
C02294,P14,53,9429,346,0,5G,28,No OTT
C02295,P25,48,2563,605,1,5G,365,Netflix
C02296,P04,137,3374,693,0,4G,84,No OTT
C02297,P15,31,8092,1646,0,4G,28,No OTT
C02298,P24,116,1102,1057,0,4G,180,No OTT
C02299,P17,48,1459,1360,1,5G,28,Hotstar
C02300,P02,119,5728,428,1,5G,56,Netflix
C02301,P13,67,4334,938,0,5G,365,Amazon Prime
C02302,P20,23,4275,1519,0,5G,180,Netflix
C02303,P23,26,4049,346,0,4G,28,No OTT
C02304,P03,188,4545,1655,0,4G,84,No OTT
C02305,P13,161,7750,1398,1,5G,365,Amazon Prime
C02306,P19,25,8830,342,1,5G,84,Hotstar
C02307,P22,168,7951,965,1,4G,365,No OTT
C02308,P06,183,1286,1243,1,5G,365,Netflix
C02309,P10,29,5695,735,1,4G,28,No OTT
C02310,P11,177,1313,1544,0,5G,28,Hotstar
C02311,P19,76,1844,1345,0,5G,84,Hotstar
C02312,P02,95,5936,520,1,5G,56,Netflix
C02313,P22,45,2840,1254,1,4G,365,No OTT
C02314,P16,132,5346,420,0,5G,56,Amazon Prime
C02315,P03,156,8573,302,1,4G,84,No OTT
C02316,P19,121,9728,419,1,5G,84,Hotstar
C02317,P24,58,1456,1267,1,4G,180,No OTT
C02318,P15,27,2514,1820,0,4G,28,No OTT
C02319,P24,71,4708,1278,0,4G,180,No OTT
C02320,P13,96,1710,480,1,5G,365,Amazon Prime
C02321,P21,47,8638,973,0,5G,28,No OTT
C02322,P18,67,1035,463,0,4G,180,No OTT
C02323,P04,190,2969,1510,1,4G,84,No OTT
C02324,P19,112,6440,1102,0,5G,84,Hotstar
C02325,P07,156,5267,930,0,4G,180,Hotstar
C02326,P04,83,7124,860,0,4G,84,No OTT
C02327,P08,123,3843,1340,0,4G,84,No OTT
C02328,P04,50,5238,1182,0,4G,84,No OTT
C02329,P19,61,3701,546,1,5G,84,Hotstar
C02330,P11,63,8044,1094,1,5G,28,Hotstar
C02331,P05,36,1640,1399,1,5G,84,No OTT
C02332,P14,135,7619,774,0,5G,28,No OTT
C02333,P17,198,4913,688,0,5G,28,Hotstar
C02334,P04,153,7095,1242,0,4G,84,No OTT
C02335,P18,90,1188,1929,0,4G,180,No OTT
C02336,P20,32,3703,293,1,5G,180,Netflix
C02337,P04,159,1194,1859,1,4G,84,No OTT
C02338,P20,135,9583,634,0,5G,180,Netflix
C02339,P09,156,9070,1251,1,4G,365,No OTT
C02340,P09,148,4502,167,0,4G,365,No OTT
C02341,P07,194,7992,686,1,4G,180,Hotstar
C02342,P07,121,2227,799,0,4G,180,Hotstar
C02343,P12,95,1262,1807,0,5G,56,Amazon Prime
C02344,P18,28,4769,1231,1,4G,180,No OTT
C02345,P09,127,9177,181,0,4G,365,No OTT
C02346,P25,110,6203,246,0,5G,365,Netflix
C02347,P18,171,9046,1016,0,4G,180,No OTT
C02348,P04,42,9177,1086,0,4G,84,No OTT
C02349,P16,178,9049,809,0,5G,56,Amazon Prime
C02350,P13,144,2335,1320,1,5G,365,Amazon Prime
C02351,P01,62,7837,277,1,4G,365,No OTT
C02352,P10,47,1927,564,0,4G,28,No OTT
C02353,P19,100,9269,1322,1,5G,84,Hotstar
C02354,P25,176,6614,327,0,5G,365,Netflix
C02355,P20,183,3362,1559,0,5G,180,Netflix
C02356,P01,148,1582,1518,0,4G,365,No OTT
C02357,P19,75,3357,754,1,5G,84,Hotstar
C02358,P20,177,5083,354,0,5G,180,Netflix
C02359,P12,105,8442,1279,0,5G,56,Amazon Prime
C02360,P14,32,9535,192,0,5G,28,No OTT
C02361,P17,99,4270,1258,0,5G,28,Hotstar
C02362,P11,49,4377,1248,1,5G,28,Hotstar
C02363,P04,48,1101,981,0,4G,84,No OTT
C02364,P07,95,3659,1288,0,4G,180,Hotstar
C02365,P08,141,9385,1322,0,4G,84,No OTT
C02366,P03,70,3872,690,0,4G,84,No OTT
C02367,P25,94,6156,376,0,5G,365,Netflix
C02368,P25,168,1642,1505,0,5G,365,Netflix
C02369,P19,182,7040,1568,0,5G,84,Hotstar
C02370,P11,153,6079,1732,1,5G,28,Hotstar
C02371,P03,89,4421,455,0,4G,84,No OTT
C02372,P25,146,7562,1232,1,5G,365,Netflix
C02373,P15,164,7842,1976,0,4G,28,No OTT
C02374,P06,169,8186,1879,0,5G,365,Netflix
C02375,P18,54,5999,1409,0,4G,180,No OTT
C02376,P09,146,5415,1272,1,4G,365,No OTT
C02377,P08,88,1544,195,1,4G,84,No OTT
C02378,P17,156,1757,935,1,5G,28,Hotstar
C02379,P15,159,1480,958,1,4G,28,No OTT
C02380,P01,157,6751,1029,1,4G,365,No OTT
C02381,P19,129,7423,285,0,5G,84,Hotstar
C02382,P18,77,8896,509,0,4G,180,No OTT
C02383,P17,122,1170,549,0,5G,28,Hotstar
C02384,P14,163,2644,1555,1,5G,28,No OTT
C02385,P04,98,4846,1180,1,4G,84,No OTT
C02386,P04,128,2344,1451,1,4G,84,No OTT
C02387,P12,193,9993,762,1,5G,56,Amazon Prime
C02388,P05,59,4973,1751,1,5G,84,No OTT
C02389,P11,117,9289,357,1,5G,28,Hotstar
C02390,P20,146,3132,495,1,5G,180,Netflix
C02391,P19,169,2337,1349,0,5G,84,Hotstar
C02392,P10,109,3878,1325,1,4G,28,No OTT
C02393,P11,126,9874,217,0,5G,28,Hotstar
C02394,P09,155,5062,993,0,4G,365,No OTT
C02395,P14,85,6717,792,0,5G,28,No OTT
C02396,P24,89,7304,1101,0,4G,180,No OTT
C02397,P22,30,5474,1835,0,4G,365,No OTT
C02398,P16,196,4364,1728,1,5G,56,Amazon Prime
C02399,P24,147,3415,1576,0,4G,180,No OTT
C02400,P10,134,7301,1561,1,4G,28,No OTT
C02401,P05,47,1984,632,0,5G,84,No OTT
C02402,P17,171,9881,1099,1,5G,28,Hotstar
C02403,P11,118,3231,535,0,5G,28,Hotstar
C02404,P14,138,7766,1515,0,5G,28,No OTT
C02405,P25,58,9560,1643,0,5G,365,Netflix
C02406,P17,80,5734,999,0,5G,28,Hotstar
C02407,P19,61,4812,301,0,5G,84,Hotstar
C02408,P19,87,9671,1399,0,5G,84,Hotstar
C02409,P16,157,7135,863,1,5G,56,Amazon Prime
C02410,P08,119,7916,1395,0,4G,84,No OTT
C02411,P06,45,6696,1036,0,5G,365,Netflix
C02412,P01,200,3778,588,0,4G,365,No OTT
C02413,P12,127,6664,923,0,5G,56,Amazon Prime
C02414,P22,56,7070,539,0,4G,365,No OTT
C02415,P09,141,3760,1842,0,4G,365,No OTT
C02416,P05,41,1851,469,0,5G,84,No OTT
C02417,P03,93,9593,1939,1,4G,84,No OTT
C02418,P01,102,7753,1138,0,4G,365,No OTT
C02419,P15,176,9175,525,0,4G,28,No OTT
C02420,P04,88,9860,1915,0,4G,84,No OTT
C02421,P19,121,5128,1434,0,5G,84,Hotstar
C02422,P02,87,6336,1228,0,5G,56,Netflix
C02423,P13,195,6217,1138,1,5G,365,Amazon Prime
C02424,P13,65,9379,961,1,5G,365,Amazon Prime
C02425,P03,191,7665,684,0,4G,84,No OTT
C02426,P17,82,9446,850,1,5G,28,Hotstar
C02427,P20,88,2425,1332,0,5G,180,Netflix
C02428,P14,147,6827,942,1,5G,28,No OTT
C02429,P15,112,5324,630,1,4G,28,No OTT
C02430,P04,35,3886,828,0,4G,84,No OTT
C02431,P20,29,7242,747,1,5G,180,Netflix
C02432,P11,105,2033,381,0,5G,28,Hotstar
C02433,P03,140,4218,1193,0,4G,84,No OTT
C02434,P18,53,3733,972,0,4G,180,No OTT
C02435,P17,67,8816,477,0,5G,28,Hotstar
C02436,P13,148,7357,1182,1,5G,365,Amazon Prime
C02437,P21,194,4411,126,0,5G,28,No OTT
C02438,P03,35,4368,1700,0,4G,84,No OTT
C02439,P12,184,9696,1072,0,5G,56,Amazon Prime
C02440,P11,99,1372,834,1,5G,28,Hotstar
C02441,P01,93,2686,510,0,4G,365,No OTT
C02442,P23,189,6564,1612,0,4G,28,No OTT
C02443,P05,193,3169,630,0,5G,84,No OTT
C02444,P09,175,2872,1391,0,4G,365,No OTT
C02445,P19,29,4705,1210,0,5G,84,Hotstar
C02446,P24,37,9571,1551,0,4G,180,No OTT
C02447,P22,197,3613,1205,0,4G,365,No OTT
C02448,P07,159,6253,921,0,4G,180,Hotstar
C02449,P10,108,7300,564,1,4G,28,No OTT
C02450,P16,146,7561,1247,1,5G,56,Amazon Prime
C02451,P23,77,7740,1371,1,4G,28,No OTT
C02452,P08,163,8237,1889,0,4G,84,No OTT
C02453,P11,188,6287,1336,1,5G,28,Hotstar
C02454,P15,44,3525,511,0,4G,28,No OTT
C02455,P07,46,5037,1118,1,4G,180,Hotstar
